,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,x-axis__fft_peak,x-axis__hjorth_mobility,x-axis__hjorth_complexity,x-axis__rolling_mean,x-axis__rolling_std,x-axis__zero_crossing_rate,x-axis__spectral_energy,x-axis__spectral_entropy,x-axis__iqr,x-axis__coeff_var,x-axis__energy,x-axis_MAD,x-axis_range,x-axis_kurtosis,x-axis_skewness,y-axis__fft_peak,y-axis__hjorth_mobility,y-axis__hjorth_complexity,y-axis__rolling_mean,y-axis__rolling_std,y-axis__zero_crossing_rate,y-axis__spectral_energy,y-axis__spectral_entropy,y-axis__iqr,y-axis__coeff_var,y-axis__energy,y-axis_MAD,y-axis_range,y-axis_kurtosis,y-axis_skewness,z-axis__fft_peak,z-axis__hjorth_mobility,z-axis__hjorth_complexity,z-axis__rolling_mean,z-axis__rolling_std,z-axis__zero_crossing_rate,z-axis__spectral_energy,z-axis__spectral_entropy,z-axis__iqr,z-axis__coeff_var,z-axis__energy,z-axis_MAD,z-axis_range,z-axis_kurtosis,z-axis_skewness,sma,corr_xy,corr_xz,corr_yz,jerk_x_std,jerk_y_std,jerk_z_std
x-axis_skewness,0.1394970012184198,0.04782690146331389,0.13965245202323326,0.012617531799315242,0.041199268763532075,0.028422835734146792,0.026475851592921353,0.3264475717089788,0.07034916631196594,0.22330737471257658,0.04133514451082023,0.043521018256800444,0.04184884796533524,0.012617531799315242,0.028379155918125114,0.04707647644183355,0.05409284835074853,0.040985390565997544,0.047888578092288185,0.06923286401204114,0.01756570546429127,0.01465418650397636,0.017198818582734646,0.012617531799315242,0.07753093138121508,0.10532395535170534,0.11450403351056286,0.03572578766362224,0.06714590701588494,0.025812541598066906,0.015779768122655222,0.09090435065231967,0.03173424968352044,0.1395080041924881,0.02806326526769226,0.07759678320775393,0.025372776614006033,0.043961799533771405,0.016642623779410455,0.0037377909843674196,0.002099135893112956,0.0313915320055727,0.07534682272320058,0.08221508867792487,1.0,0.10367337398698107,0.07359202901753001,0.05482603120399669,0.04164985441649829,0.028423050993239954,0.0610782670623179,0.04531392227969484,0.10501519300616068,0.024967857599962354,0.009789290677360146,0.059646004785888954,0.026532662259668383,0.03433723775264865,0.052599729774888616,0.12466118179334511,0.1138372663519135,0.15660795825148335,0.0779039421706318,0.016318500957876514,0.0645513566564928,0.11094742428693502,0.10157825032676658,0.12629823578976943,0.10185376005201893,0.033526626300313674,0.12243918870322014,0.08640473799883337,0.03569544836189505,0.09628804653514031,0.0424127781494803,0.010621123439505116,0.2698579058202307,0.2355058632298298,0.04288417049325312,0.015749156473041658,0.018573805229977258,0.03086846850064954
y-axis__fft_peak,0.1383898156089873,0.17182511294933622,0.1376982292229962,0.10581899516442468,0.22201117772195095,0.27473231726758585,0.6107273291942273,0.09200675617686832,0.3389952454114852,0.003397943617324517,0.7768496444785441,0.757355064535221,0.7705748094015517,0.10581899516442468,0.004314346036225431,0.06400720661981822,0.8005108462624776,0.57544954567395,0.48675227582940217,0.43087440794877135,0.06891714948117078,0.09302312711104142,0.06990070845387879,0.10581899516442468,0.09968686959045772,0.16472554822445667,0.4561532934264886,0.034552029061359686,0.171573081862357,0.09183544382673751,0.7102706110863212,0.1904145230548553,0.1313710353025927,0.13744701636145223,0.2218627333129598,0.3964358233607353,0.2712587594021908,0.15691202842824586,0.2862280439745418,0.004583863221943006,0.6145520167820714,0.24893962104180747,0.06642061593468444,0.09355529960147745,0.10367337398698107,1.0,0.07330015922523841,0.06673370650408066,0.7702378002236431,0.014900193777346124,0.4896550785068525,0.059097686524127016,0.041198595207856334,0.0220891109781999,0.025816112758200952,0.7577344539954383,0.014567972338397711,0.04546561450677731,0.1342064997306974,0.03439200368078771,0.5167168178518047,0.0788069190460249,0.02286848880619842,0.07055534229843709,0.11878940938989124,0.21449050837970424,0.1591619723274315,0.12736566308787686,0.1032854210540632,0.006936894324852119,0.4401634621834924,0.10726717643908434,0.07794847731684416,0.07794739409797181,0.19681788730163136,0.15094955108436042,0.08178840922139548,0.09130836781902968,0.18968948754164086,0.1525045750241675,0.050455265893556485,0.1128287478819286
y-axis__hjorth_mobility,0.04660524119085111,0.0380004655416285,0.04598923209921585,0.016389210041217874,0.15813326552090326,0.15591726022292987,0.14508919758288982,0.0584884099722513,0.10567498233218688,0.16296767082039804,0.1485041063915134,0.14943735135556718,0.14992330027497547,0.016389210041217874,0.22964947691359316,0.19769167196131998,0.06095193481007738,0.08484644459994062,0.13400269913026525,0.21034879459650258,0.13174690375047193,0.1265904243302794,0.13199367772332476,0.016389210041217874,0.16432146244374657,0.09793640409229999,0.143038434277573,0.08064007769787124,0.183173201018695,0.2007123259645146,0.10702163590735997,0.34133733598548477,0.3053589470739702,0.045945091926492966,0.10690365191566172,0.058557212887868366,0.14980508032701245,0.15361877675770808,0.1420654766751458,0.009960175033772422,0.17456592447795086,0.15362570629013475,0.15175824850655395,0.06034512122224638,0.07359202901753001,0.07330015922523841,1.0,0.6188448445530015,0.1502171674719608,0.12578374367534323,0.055774954808427445,0.18732251283217216,0.5339448078472221,0.2289785202829502,0.0321696671763915,0.04546366194021843,0.23124912365933534,0.21427051439987888,0.14851136388641847,0.048932278547049776,0.08744274218384943,0.3054713843732101,0.2732307061358059,0.13239204832808288,0.10392143517392467,0.0409175282600936,0.0921791421768131,0.1547709123666423,0.14512686009841566,0.003823579979259724,0.10033246036941251,0.1671039899155239,0.17307711901283027,0.1353760711405582,0.12219301614493616,0.18011252437847813,0.07942438284059873,0.13000988690083992,0.3443098363521872,0.04598277788748576,0.012914431769709646,0.08058540020974979
y-axis__hjorth_complexity,0.007925565591792543,0.0015912232257065935,0.007191336675314525,0.007125418294216915,0.11048704727632644,0.08487182022853376,0.06843138661825919,0.11102873157117839,0.1349310287791262,0.07512834363308171,0.044011785340267645,0.052583571662181444,0.04281590579999198,0.007125418294216915,0.10763043347850161,0.12184103086401851,0.12398613615005,0.0957570072180178,0.12252007272428073,0.06719830534714674,0.03274655552738498,0.04019619690150847,0.03259817563319233,0.007125418294216915,0.1023681322457283,0.1228715020085758,0.0030666395856655537,0.08900861082947491,0.04831128766001125,0.08650809604376851,0.001526188368786206,0.30012995386717917,0.6324268841452942,0.006908153476134264,0.1631371710897883,0.1404160836929169,0.08987709656408271,0.10922803848464707,0.09987876864853838,0.015319783703523953,0.04495286826017797,0.10659582477210557,0.1285337601750653,0.04720926401704817,0.05482603120399669,0.06673370650408066,0.6188448445530015,1.0,0.04337053608335509,0.20971010446607077,0.15578648863320047,0.13226801899606055,0.2217690561337433,0.11577164730614095,0.025239360428829807,0.14404010280851035,0.10755953529058225,0.10450134505799023,0.015217829153574452,0.010042728496218695,0.16146831635241074,0.4339578940908274,0.6059127856662087,0.032379038746228356,0.17860957243201842,0.217776668749072,0.13018655006493246,0.28329555631042674,0.10701974618499922,0.003306526392955845,0.023378842067975605,0.09950320815669829,0.10334815750540607,0.0001254941110369286,0.032993703700471486,0.09725240666839957,0.09205592437172942,0.001292710743512707,0.25337035886513015,0.18786936332834592,0.2314351037301834,0.1832734412214379
y-axis__rolling_mean,0.030869200190057875,0.05737003570613141,0.03049102526737945,0.0055425303466865835,0.2936015307676963,0.36330182006528533,0.5524929119227218,0.13688746166147886,0.3322873002027067,0.12848914830713917,0.9964715597600069,0.9753911545123866,0.999552877154513,0.0055425303466865835,0.12135706351334953,0.20287478778483875,0.5456882014078434,0.5948601876457121,0.3489541259147739,0.5622379634525858,0.06107553717809445,0.106270733927044,0.06095991354087373,0.0055425303466865835,0.15084849192377556,0.20617913932299314,0.4401385148994516,0.07424613123108252,0.2024511980719007,0.1619181986564963,0.5511078010718852,0.22914127695580733,0.13018548732178528,0.029910344062051942,0.27923703445748604,0.2909909155359431,0.3601582011184706,0.1569098116399063,0.3035902779937171,0.008077159786509268,0.5584520904390525,0.30287574534444994,0.18289790433904352,0.06413218185003461,0.04164985441649829,0.7702378002236431,0.1502171674719608,0.04337053608335509,1.0,0.10617061456601481,0.45298089689026433,0.20043117279562359,0.08635378205909089,0.10693624431608639,0.012713364513095488,0.4771083502789066,0.11423280990396008,0.14126117148836112,0.08133280470089603,0.032681907030005584,0.44731919084244776,0.06743561606247903,0.046723295849827776,0.06209781891760741,0.17269404619126835,0.13942947518993104,0.203638626866656,0.12378103807892851,0.13859616567462124,0.01484560298924316,0.4224547865758429,0.15274627463349974,0.14449586737660905,0.10155442512294802,0.2395942284676846,0.25505310988445873,0.0802520662235182,0.05492499188523857,0.1587005203256807,0.19902632091220276,0.03674718771902733,0.15450166063714033
y-axis__rolling_std,0.05813192357928983,0.04817807213558491,0.05783610434956591,0.05880634124865575,0.770687539193563,0.6592822318549955,0.46892817890831034,0.521346042858378,0.6205721456390555,0.6289812430981409,0.10307528435348623,0.06693338487757534,0.10668521954715064,0.05880634124865575,0.9824580066289633,0.9510328464674235,0.5740778822464706,0.5310030219167663,0.6546081792343119,0.787103406259447,0.3275910765648399,0.30212194665701686,0.3280549456328551,0.05880634124865575,0.8229179688941165,0.7433946338358242,0.5531715175851063,0.536429078133226,0.6482182193323878,0.7450156314365702,0.05181179403660358,0.1815004860391018,0.18921696615748776,0.05779234408666117,0.8016896627978759,0.5732786876138783,0.6548972706784406,0.18120360103563266,0.7046504950411997,0.006850270274563691,0.42839036472851705,0.7556409184414352,0.7916835961810795,0.3310606630253311,0.028423050993239954,0.014900193777346124,0.12578374367534323,0.20971010446607077,0.10617061456601481,1.0,0.7223695846949889,0.9442138167544969,0.354224032712145,0.9593266352741168,0.012555630273033282,0.6198996309082702,0.9840351152942427,0.9138990142779572,0.3560509718142883,0.27308294559715124,0.1305625244484542,0.37683349732063903,0.34036597668905594,0.32705776762298344,0.8447134173510283,0.5718237092144752,0.7353197137397357,0.13931830962876382,0.8017143623265853,0.0036075618855980623,0.4941728741822246,0.8304673756422105,0.768091138059943,0.30833094266313676,0.19235950463329649,0.7771327121499351,0.05575610072379252,0.002443489646054955,0.09747743777047133,0.8597404287440381,0.969916930541968,0.8368388666722416
y-axis__zero_crossing_rate,0.04672544221162788,0.034261705940326403,0.04719895454223233,0.02706667375548991,0.6666608055732252,0.6086057184257793,0.6127407086341151,0.37420305738861526,0.594520056686561,0.4981685483175425,0.4512049543706901,0.4072626897752459,0.4535452819586427,0.02706667375548991,0.698208537858858,0.7118510953239741,0.024746428643133887,0.08582189004508613,0.21095405607006634,0.7871555705407399,0.22006514158084003,0.1721729360808069,0.22039701024093306,0.02706667375548991,0.6460124225083845,0.6158112280077153,0.558280901496717,0.3571628983473665,0.5119779866819149,0.6324880836122634,0.3546924835490813,0.08663861575549192,0.08840607935954656,0.04714850842838478,0.7156028312211272,0.26081064055714287,0.6043542886581746,0.23682639393227412,0.654807319110848,0.005979243115463489,0.6017294880395846,0.6709967602253092,0.6000574181785374,0.2811241239311236,0.0610782670623179,0.4896550785068525,0.055774954808427445,0.15578648863320047,0.45298089689026433,0.7223695846949889,1.0,0.7049675562932163,0.24046183781399647,0.683541174442823,0.016720172217430832,0.0767054834886813,0.6974829545270944,0.680169254129361,0.1589276575414799,0.2310459372615734,0.07723517258056166,0.287500655348005,0.21190003072299873,0.21877154781632852,0.686077518213795,0.3149444372455162,0.6087360821537213,0.08469744144043412,0.6402273591601254,0.0018452607062294354,0.5104883560198753,0.6581160673764268,0.6000140706003841,0.31215828542749585,0.34196046231195887,0.5654804015358786,0.03280780935739021,0.010063799517634558,0.04689189980491771,0.7307328433569537,0.6876592731926983,0.6759643161503972
y-axis__spectral_energy,0.06321029713660631,0.05082283740972713,0.06293699916778428,0.052356459401138464,0.7440965680626311,0.6960974281547654,0.4951244953242879,0.46805244535820206,0.5563950578409073,0.5955862522758301,0.1974007043145394,0.1497551400471744,0.20086097583921905,0.052356459401138464,0.9453711561864703,0.9898074881243983,0.5128106162544012,0.3706669421987242,0.4873142513615055,0.8215461290346853,0.2588812794094394,0.22151159082977367,0.25914386648886817,0.052356459401138464,0.777889248399693,0.7654309582164258,0.6167761968739103,0.47506214416395875,0.5819826965833863,0.686798666357026,0.08547424627964895,0.09885192685723287,0.09187232728670404,0.0630490910469589,0.7602613144829126,0.4741888338418613,0.6931859889875642,0.15062407823583654,0.690803755725624,0.0034204608405742406,0.471842433577331,0.7330481993703793,0.7318039031385081,0.2729294114479267,0.04531392227969484,0.059097686524127016,0.18732251283217216,0.13226801899606055,0.20043117279562359,0.9442138167544969,0.7049675562932163,1.0,0.3096114041450421,0.9389596913463294,0.015425424564181268,0.5847237040114217,0.9511285595746962,0.8574934448037654,0.26753671972239673,0.3203027280888206,0.010332374365222939,0.2726958274779964,0.24083500621699988,0.2581550643137714,0.7946888762597258,0.4019810619495908,0.7611214105833098,0.1411219680754036,0.7904502028910599,0.006279422507297575,0.5873625879145521,0.7984611477531789,0.6977638457816789,0.3318997309782262,0.2613761668509872,0.8324873327391421,0.07227501224019699,0.00559886405793851,0.000484948260333771,0.805268073444299,0.8943395722935634,0.7763087483754109
y-axis__spectral_entropy,0.08312929151859491,0.07963212132468951,0.08324523569579238,0.1067126026219091,0.1500470141864828,0.09144697555988121,0.047981065326215606,0.05263830956492513,0.10535537405448289,0.21301999071235103,0.09403935435126311,0.07857780302413617,0.08593434294129039,0.1067126026219091,0.3482114204708918,0.30961720370582274,0.2344863984147607,0.1839834767997837,0.24230109450900572,0.18964671546818682,0.16829486113647832,0.16501868005453565,0.16706096241706545,0.1067126026219091,0.22500438781629545,0.15007260870925232,0.12072033397656028,0.05275330250966487,0.17699143179418544,0.23251077628084527,0.025237255301788743,0.051815305112693326,0.0022245191985049554,0.08304612611687831,0.17683012264925957,0.20325813262247047,0.08641910668135293,0.3530962299040301,0.10980689982901957,0.002195581244078388,0.03717224158121988,0.13892003546235884,0.1817755428256098,0.10924631785038331,0.10501519300616068,0.041198595207856334,0.5339448078472221,0.2217690561337433,0.08635378205909089,0.354224032712145,0.24046183781399647,0.3096114041450421,1.0,0.3893933148594528,0.030388996402145638,0.21269708488587835,0.3689908049813251,0.24962586873790302,0.25154218289530283,0.04161359912314124,0.012948110960950983,0.009157926129071174,0.01771810781490872,0.16719215120956038,0.23373206044153613,0.18568732668299207,0.14382784785676456,0.37642477487269027,0.21039022677568156,0.013625152523373546,0.08366575765177658,0.23048569393101098,0.1789483461928265,0.1941635888176747,0.1493793660891402,0.1582246538913891,0.10460184256977091,0.15498536510076424,0.09096667590128711,0.17433096641853757,0.2112970421634532,0.2000686541279083
y-axis__iqr,0.05460016642943929,0.04793635866366833,0.05430885713682746,0.05281904626354791,0.7235954569642784,0.638492431703835,0.44183779639886706,0.47805422459956115,0.5487076449317503,0.5844365351971745,0.10408212407639571,0.07080292419627378,0.10738106898433389,0.05281904626354791,0.9581148598807095,0.9476725493728289,0.5681299218743049,0.4766846771714648,0.584488430940911,0.7495990430917203,0.2811108535366178,0.2447160250951936,0.2815998657382054,0.05281904626354791,0.7661614274103188,0.6921490576451005,0.5374439355365828,0.4947985358058512,0.6060145303447607,0.6900817453681578,0.043348892896233,0.1215957575394545,0.12601579637205165,0.05419454264331249,0.7440927317978655,0.5166841109422372,0.633465697315005,0.16476915746001106,0.6710196752120583,0.003867727455938708,0.41365886605424307,0.711531079684588,0.7311780015654581,0.30901666259701116,0.024967857599962354,0.0220891109781999,0.2289785202829502,0.11577164730614095,0.10693624431608639,0.9593266352741168,0.683541174442823,0.9389596913463294,0.3893933148594528,1.0,0.019472820353297175,0.6193701685883035,0.9780080518255159,0.8551158253176858,0.36929263779469557,0.28391982930233395,0.09198111036948921,0.2973897643837155,0.27293333049788704,0.2807002342104917,0.7770835959206649,0.4925642296261827,0.6848295856404948,0.12895553133056778,0.7525042250938323,0.005666039478471514,0.4767842034745013,0.7761988297665833,0.7103551593350326,0.31102535073785936,0.21462375541052253,0.7602825518563021,0.07473787825132229,0.00893287733921835,0.019870857291778118,0.7850109574124278,0.9013634127611304,0.7657217941365884
y-axis__coeff_var,0.03345196994407173,0.03598644721585497,0.03340983601296211,0.0013964622406247582,0.015393892851775224,0.009266483496921833,0.03092671012743962,0.024992196345963242,0.02248036170699166,0.007957628125925318,0.012957001532222607,0.014768511415603156,0.013053857015418426,0.0013964622406247582,0.019622443663962645,0.016327367052223103,0.012716987436711865,0.0010463073690004058,0.007471223681361679,0.021242641829140235,0.0397475644274193,0.038282927923144645,0.039722136381790646,0.0013964622406247582,0.020431299621771128,0.016399158838583602,0.0306512027601007,0.0017798760096936316,0.022402865405628625,0.029125891496861147,0.03889790673658931,0.003456551487367967,0.002517804648013314,0.03372368260038962,0.01616412528158749,0.0125042538097523,0.009029187515296258,0.005294529537033552,0.01637396320101871,0.00037907514257318,0.035147621626002636,0.016026772838734566,0.011993040556573823,0.012818184550340303,0.009789290677360146,0.025816112758200952,0.0321696671763915,0.025239360428829807,0.012713364513095488,0.012555630273033282,0.016720172217430832,0.015425424564181268,0.030388996402145638,0.019472820353297175,1.0,0.014417509903764497,0.019035714821745958,0.017688689191441974,0.008572558268639929,0.0011510356969398694,0.03339636297802087,0.00046578500540928833,0.004737371228450668,0.0395707397826404,0.01661614881826901,0.008840523441888796,0.013646098507015746,0.0005986315626226452,0.014599735062127835,0.0004932448625008798,0.03142045300747995,0.019269951997805724,0.017971016363190453,0.008609853718998594,0.001567306247136334,0.029617866145496635,0.0327865675427374,0.005933228032094826,0.018574512527022243,0.016373195662736595,0.007898583360555505,0.01734923891352968
y-axis__energy,0.18107118219556603,0.20258347969949744,0.18035315934897128,0.09509137561039928,0.3111475768459227,0.2423905352579719,0.1793493913047431,0.2188987985766484,0.08005885242598501,0.4048915927849669,0.4825853438725709,0.5066590186393983,0.4769914866107663,0.09509137561039928,0.6138519327747403,0.5870861138831576,0.9733943865498854,0.6836575373101456,0.6950449747013042,0.1995965951179992,0.21185592398562683,0.2083446765149182,0.21258698327250078,0.09509137561039928,0.4353380921713027,0.37728432091038216,0.051743398830833585,0.2944795598424564,0.24996875154796955,0.38169325788795677,0.542110504210489,0.2199721113268388,0.17234648069069092,0.1801001907747931,0.3252571344625007,0.6459923376711676,0.24181512253667428,0.021272811736225073,0.22191830044009545,0.0001381062111949924,0.1940668731312353,0.2814170463537013,0.42831248659706944,0.10037422623820473,0.059646004785888954,0.7577344539954383,0.04546366194021843,0.14404010280851035,0.4771083502789066,0.6198996309082702,0.0767054834886813,0.5847237040114217,0.21269708488587835,0.6193701685883035,0.014417509903764497,1.0,0.6247524079091155,0.5200407266296879,0.2822500965680901,0.2663274941125771,0.41534513297608017,0.1265172367773118,0.14905568295322544,0.21235927689592432,0.4341914330469853,0.449160461062396,0.3759902931841002,0.011269621407309692,0.4389233633248356,0.010012840186155584,0.04407705324058631,0.4416753474834217,0.4039297026569781,0.1643160451976071,0.02820856979521793,0.4196202855965931,0.11847958039470051,0.06787922677197572,0.154281030462525,0.4077367228870802,0.622396427411645,0.42602424006987194
y-axis_MAD,0.06278261541718992,0.05325060251929852,0.06244411034785469,0.05986753376639452,0.7840364146366748,0.682297137510599,0.47584693266579037,0.5246981671304382,0.6133658760857094,0.6394779315780412,0.11089834994482244,0.07380356912183364,0.11456990761507546,0.05986753376639452,0.9953804576481319,0.9608096413455561,0.5807460661433123,0.5347902825420672,0.6587580731625331,0.7985655854746726,0.3297935219342627,0.3028344692812717,0.3302881596286131,0.05986753376639452,0.82639794535588,0.7366084138636197,0.5585831050523289,0.5519257527080309,0.6671651668090075,0.7528786278867121,0.05010619440386885,0.12000536470053769,0.1323132771493717,0.06242132301673231,0.8017807999693652,0.5515432427491523,0.6766093029715345,0.18122642293806893,0.7198640856110349,0.003603589549402117,0.4446811256741352,0.7691565768444287,0.8011690720874496,0.3291283824596116,0.026532662259668383,0.014567972338397711,0.23124912365933534,0.10755953529058225,0.11423280990396008,0.9840351152942427,0.6974829545270944,0.9511285595746962,0.3689908049813251,0.9780080518255159,0.019035714821745958,0.6247524079091155,1.0,0.9251358263794565,0.3696420667002185,0.2870874965497815,0.12284878094789653,0.3261852089499611,0.29802480129122444,0.32925371001563924,0.8331216892782405,0.5495764197085865,0.7283693968643863,0.14117996577523864,0.795702875859358,0.001317934682240604,0.4924360469243873,0.8312887069138835,0.7814097990768035,0.30394383930225244,0.18845605762231976,0.7890235780421523,0.07518335521698333,0.006546256264215581,0.03855800462856245,0.8463461803522869,0.9462340065536214,0.8254732530371508
y-axis_range,0.03897074654488019,0.024205293831341387,0.03873792469646344,0.06788146967532291,0.8273170542581424,0.6990601958381677,0.5337911089079553,0.5756998259745597,0.6983158943326915,0.661111049009427,0.137312434038598,0.10238481902756456,0.1414448284789831,0.06788146967532291,0.9510288552940872,0.8677658751533148,0.49751427623711075,0.5948856203574426,0.7238669934192911,0.8522410744933557,0.41048234573739417,0.3940261121724465,0.41097447021471917,0.06788146967532291,0.8388355227745509,0.7114697412959032,0.5199555945294334,0.5826122594400235,0.7124076287491772,0.8091418057217445,0.12215383236555828,0.09392598414687657,0.14455957284470733,0.038999881578087384,0.8346414738513996,0.5168532762876684,0.6922867686429733,0.1479885493769494,0.761770305595538,0.0003288010554106327,0.5069322194319559,0.8127766234774473,0.8514401912365833,0.3445385792176344,0.03433723775264865,0.04546561450677731,0.21427051439987888,0.10450134505799023,0.14126117148836112,0.9138990142779572,0.680169254129361,0.8574934448037654,0.24962586873790302,0.8551158253176858,0.017688689191441974,0.5200407266296879,0.9251358263794565,1.0,0.3011900474931119,0.2598346875449321,0.1743666490194088,0.34999996326711214,0.33061040045271084,0.40983336208319093,0.8344973348305833,0.5844646528164051,0.7023145361797393,0.20315369360289015,0.7760370853353179,0.004543738726190667,0.4424814010166835,0.8318824016834668,0.8342092285243675,0.2511025807588919,0.1308539820063527,0.7565047332523441,0.09122497864731956,0.03743322242228607,0.035361494473182556,0.8818990980089622,0.919992236973498,0.8395500531871805
y-axis_kurtosis,0.03185512890721879,0.03086800389618547,0.030501965266576475,0.022751876319694293,0.2329021906862223,0.14894767319396712,0.0601610958347575,0.1710404252023119,0.17371070093126498,0.21225985844202933,0.08054589987035218,0.08151766913382333,0.0810244532746313,0.022751876319694293,0.35525443474534735,0.26834704676286975,0.2918341689098341,0.3188082730639647,0.36012542280344967,0.16580718192992172,0.12479247721119752,0.1273254397842409,0.12427059149090335,0.022751876319694293,0.29888956280202095,0.19735193328333858,0.11023314118384771,0.2511959208676909,0.2792137183303598,0.2632142084883372,0.08063038034517091,0.10471700085068734,0.10640399748193008,0.03035461450405421,0.25215633166067725,0.3017363453190388,0.14823796111879278,0.09908162972205126,0.2088097489149934,0.0004039465107094867,0.04758407484126477,0.22694053188002544,0.2637549421668241,0.5664310979057312,0.052599729774888616,0.1342064997306974,0.14851136388641847,0.015217829153574452,0.08133280470089603,0.3560509718142883,0.1589276575414799,0.26753671972239673,0.25154218289530283,0.36929263779469557,0.008572558268639929,0.2822500965680901,0.3696420667002185,0.3011900474931119,1.0,0.05610191783195622,0.14328264609503252,0.127799513591589,0.15154091178375598,0.12396126072668015,0.2951760737692209,0.3345927968914908,0.19655266020424006,0.007040356349690518,0.257085809694942,0.000884093318105136,0.05161358101318114,0.2883986194580491,0.30405163994148987,0.28997688152150036,0.02542132984157012,0.17928409935148665,0.03430815727072947,0.04137040369214711,0.06086969683413991,0.2647513722298886,0.3395748371268828,0.29189616584561456
y-axis_skewness,0.2278739287308229,0.20602477597346727,0.2264229582887299,0.015336660366163542,0.13109152837368881,0.164345711442084,0.0056034147337459626,0.0732805112262827,0.024001604648239038,0.25102940968442367,0.03279860815189093,0.1511586058299394,0.03235877676888744,0.015336660366163542,0.28443763619532786,0.323512606117004,0.20966960433961676,0.05748565188836938,0.008097281296338165,0.35945663757399393,0.009747453706983433,0.003003919908331641,0.008837177428009177,0.015336660366163542,0.25915709644208845,0.29292919638351816,0.2666850872730463,0.1790056264417436,0.1906029353147018,0.18908267153807454,0.1610512543096087,0.20281586908918703,0.11195931353436783,0.2263109674597071,0.1738309605351289,0.28283358581134066,0.16593795583357052,0.10948730078652963,0.13717052788727316,0.011976167677221554,0.018161440597688535,0.13310820722542666,0.11993137695799387,0.022644989083640345,0.12466118179334511,0.03439200368078771,0.048932278547049776,0.010042728496218695,0.032681907030005584,0.27308294559715124,0.2310459372615734,0.3203027280888206,0.04161359912314124,0.28391982930233395,0.0011510356969398694,0.2663274941125771,0.2870874965497815,0.2598346875449321,0.05610191783195622,1.0,0.0723941114587698,0.043155808468677705,0.018304334616253786,0.00865039814778408,0.26685274121431835,0.08508078545760006,0.29227037217189655,0.020940022085708648,0.31651692192691067,0.00275956941724431,0.2675933471533162,0.2784536150558616,0.2176536401543079,0.19782091698185486,0.10675190387658304,0.24781504405441723,0.12880923931065244,0.16647662965346363,0.07717153842585969,0.21544645495314185,0.2823053229660387,0.23818545772023558
z-axis__fft_peak,0.08289295988451251,0.10506537310731416,0.08261189899391477,0.04512439322820152,0.15661887521420667,0.059637647655806654,0.06787618058640778,0.1457082794377299,0.14270468037794332,0.1705410638589969,0.4434207815727,0.42436892700040907,0.4472946852123062,0.04512439322820152,0.1331279762632794,0.010545375764165777,0.5212587814922609,0.5597498058031253,0.5643168623422321,0.14819315684223675,0.29712493132970125,0.32998490638994704,0.29654954872182515,0.04512439322820152,0.07925252796790705,0.07087160785419583,0.6130870474702362,0.08644595429504309,0.08713252895848406,0.1652353544947953,0.1690177166025784,0.020297013565571113,0.11962775005784108,0.08290856364846971,0.1455002174366663,0.16120307962648006,0.05667516722344665,0.08170179217321431,0.12526082661240381,0.010992843240645244,0.07433144753848653,0.14729239309526754,0.21768770845852153,0.10457852011012826,0.1138372663519135,0.5167168178518047,0.08744274218384943,0.16146831635241074,0.44731919084244776,0.1305625244484542,0.07723517258056166,0.010332374365222939,0.012948110960950983,0.09198111036948921,0.03339636297802087,0.41534513297608017,0.12284878094789653,0.1743666490194088,0.14328264609503252,0.0723941114587698,1.0,0.1285796548222726,0.11723968658756306,0.2970840547563105,0.07467607223039652,0.5438366461872242,0.06736885911036535,0.007265058045789508,0.0029379229135664195,0.010369484551721089,0.6246206615296599,0.04914875515992882,0.15311530893421216,0.04725881085766002,0.2365995977261551,0.1009200861337662,0.11703293240043375,0.17888378197417973,0.1266061425292366,0.14470333748790587,0.18149005231101173,0.12057836178334477
