,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,x-axis__fft_peak,x-axis__hjorth_mobility,x-axis__hjorth_complexity,x-axis__rolling_mean,x-axis__rolling_std,x-axis__zero_crossing_rate,x-axis__spectral_energy,x-axis__spectral_entropy,x-axis__iqr,x-axis__coeff_var,x-axis__energy,x-axis_MAD,x-axis_range,x-axis_kurtosis,x-axis_skewness,y-axis__fft_peak,y-axis__hjorth_mobility,y-axis__hjorth_complexity,y-axis__rolling_mean,y-axis__rolling_std,y-axis__zero_crossing_rate,y-axis__spectral_energy,y-axis__spectral_entropy,y-axis__iqr,y-axis__coeff_var,y-axis__energy,y-axis_MAD,y-axis_range,y-axis_kurtosis,y-axis_skewness,z-axis__fft_peak,z-axis__hjorth_mobility,z-axis__hjorth_complexity,z-axis__rolling_mean,z-axis__rolling_std,z-axis__zero_crossing_rate,z-axis__spectral_energy,z-axis__spectral_entropy,z-axis__iqr,z-axis__coeff_var,z-axis__energy,z-axis_MAD,z-axis_range,z-axis_kurtosis,z-axis_skewness,sma,corr_xy,corr_xz,corr_yz,jerk_x_std,jerk_y_std,jerk_z_std
y-axis__sum_values,0.03013846455717939,0.056708278589351936,0.029730035018062765,0.06443031905296877,0.2904432051266002,0.36100498604502906,0.5489472261448534,0.13335081278288388,0.3277102628235118,0.12603352125715575,1.0,0.9729099836633273,0.9969888151425792,0.06443031905296873,0.11792067113201261,0.20029804682259153,0.5445699131111484,0.5961756994764512,0.3510886722293325,0.5582000245308019,0.06081126145674255,0.10692968007300566,0.06139884475662419,0.06443031905296873,0.14809225929744338,0.20430184058152373,0.4368789138194671,0.07002391537953537,0.19739440273296613,0.15930227690391735,0.546893923213808,0.22915970610118286,0.12897512819477744,0.029118819336146334,0.27629704941198535,0.2941802308784915,0.35773825265754033,0.1679580869204978,0.30092202380687266,0.007864797565921539,0.5551369992340889,0.29990268337806325,0.17876106744410827,0.06516321043245904,0.04133514451082023,0.7768496444785441,0.1485041063915134,0.044011785340267645,0.9964715597600069,0.10307528435348623,0.4512049543706901,0.1974007043145394,0.09403935435126311,0.10408212407639571,0.012957001532222607,0.4825853438725709,0.11089834994482244,0.137312434038598,0.08054589987035218,0.03279860815189093,0.4434207815727,0.0674368553289846,0.04623154388639803,0.06231874074685093,0.1705580807136475,0.14180597781402018,0.20088598476345795,0.11098618097128563,0.1358824717373224,0.014924182088699823,0.418993668039422,0.15011865739456484,0.1405595346137143,0.10304214990872777,0.24071635922295945,0.25237232890926947,0.07960927363913912,0.05698662919784057,0.15881591386675428,0.1959684033050509,0.03366719112492465,0.15226493270930236
y-axis__median,0.08547359427210295,0.10885608493877302,0.08507261857951268,0.004901675380664344,0.2640167102870453,0.3258936642119752,0.5361639255519439,0.1430484532842792,0.3217549908617102,0.07695132374909967,0.9729099836633273,1.0,0.9758040734734874,0.004901675380664356,0.08025214431939964,0.15195495830890243,0.5602943380101948,0.5574733464628931,0.33812415816973007,0.48972132297873133,0.05794523907347953,0.10717861889889868,0.05783334741665538,0.004901675380664356,0.10885980514979783,0.15470456270016741,0.38709401954282974,0.04027919469813213,0.16990779359304944,0.13642661763727978,0.5648774464715988,0.2639613478521737,0.15375347508182455,0.08457948308713274,0.2400017174840127,0.3309724108164897,0.3226369832976688,0.1677366776070439,0.28019282058997286,0.008771419903736994,0.5445017352631564,0.27470341828684747,0.15208536618880256,0.06203108454689432,0.043521018256800444,0.757355064535221,0.14943735135556718,0.052583571662181444,0.9753911545123866,0.06693338487757534,0.4072626897752459,0.1497551400471744,0.07857780302413617,0.07080292419627378,0.014768511415603156,0.5066590186393983,0.07380356912183364,0.10238481902756456,0.08151766913382333,0.1511586058299394,0.42436892700040907,0.05472328655497175,0.034844850538171754,0.05897340271692272,0.12533373992385885,0.15895173831877824,0.15224594797458446,0.12299937367644131,0.0880309970114584,0.015347913475894238,0.36796801236364485,0.10781796507110003,0.10994095221354706,0.08011613500489935,0.22220620351021983,0.20544557730007748,0.10488267714248282,0.028637196165341595,0.17813480051042557,0.15270969619064892,0.0055495270885625335,0.11129574057292643
y-axis__mean,0.03071575820416838,0.057472159355722155,0.03038203078090947,0.004931611162406958,0.2939619934014651,0.3637402633670962,0.5527875119656724,0.13697593250002682,0.33245642616964033,0.1286724772477625,0.9969888151425792,0.9758040734734874,1.0,0.004931611162406977,0.12167960444122988,0.20329783910379756,0.5455525940716657,0.595159378311744,0.34895534794245536,0.5626603148390379,0.06099995955166167,0.10619929573427862,0.06087998628819181,0.004931611162406977,0.15121800177344674,0.2066921341766941,0.440517645913219,0.07410545293145296,0.2023417610926517,0.1621529052525193,0.5512088756432587,0.22902033345531364,0.12955802657016038,0.029793235416238996,0.2797748646610969,0.2908964678327405,0.3607659074238268,0.15700930843513405,0.30424352133243915,0.007933408093433476,0.5587572769009388,0.3032852808271072,0.18308442214542017,0.06419961413867971,0.04184884796533524,0.7705748094015517,0.14992330027497547,0.04281590579999198,0.999552877154513,0.10668521954715064,0.4535452819586427,0.20086097583921905,0.08593434294129039,0.10738106898433389,0.013053857015418426,0.4769914866107663,0.11456990761507546,0.1414448284789831,0.0810244532746313,0.03235877676888744,0.4472946852123062,0.06809074966041304,0.04716292817778439,0.06203496053267275,0.17321692733361896,0.13907306821781626,0.2041217985396812,0.1237998203626643,0.13899357571269952,0.014917323536143395,0.42285607225272104,0.15311811055694957,0.14457373268415064,0.1019281357910153,0.23990438634603778,0.2554442266033436,0.08023874732816044,0.054789960225472445,0.1576950916519071,0.19942549142465185,0.03730836724653346,0.1550616296187256
y-axis__length,0.012191453533541915,0.016163318572877693,0.014596256103284718,1.0,0.054424628263251895,0.03962970686549694,0.0355332888211953,0.059844434841444125,0.060688700908948116,0.03786062111313467,0.06443031905296873,0.004901675380664356,0.004931611162406977,1.0,0.061549405021845624,0.04613842986358816,0.01758779628541896,0.052828304701346154,0.05726366892888492,0.04975067648856235,0.0017094123762815138,0.014056203841331553,0.008419304828509494,1.0,0.053489651277377474,0.0381704948349648,0.0466569140305221,0.06955998633783639,0.07691740404377084,0.047001132841325406,0.04930760532166167,0.0006229999454631437,0.010576474306507497,0.015060280444128098,0.0539761916765227,0.057978134147116084,0.04404979457319219,0.14221889255637105,0.04988249941976735,0.0010173987713009314,0.04488761346740756,0.05217487204485821,0.0674858015818132,0.022173511795635665,0.012617531799315242,0.10581899516442468,0.016389210041217874,0.007125418294216915,0.0055425303466865835,0.05880634124865575,0.02706667375548991,0.052356459401138464,0.1067126026219091,0.05281904626354791,0.0013964622406247582,0.09509137561039928,0.05986753376639452,0.06788146967532291,0.022751876319694293,0.015336660366163542,0.04512439322820152,0.02044992955269349,0.015999013791719214,0.006027128209777196,0.046899726008340525,0.052411511071156665,0.04887244425224275,0.17147316467556958,0.047601490052380895,0.0005090555992199665,0.051630102904462474,0.05012121528416084,0.06738567133478987,0.018986909042736696,0.019774113294576946,0.04282862494623538,0.020653972019052738,0.027746741168083955,0.010249988882487009,0.05501377955267826,0.06039430569584732,0.04958100440063236
y-axis__standard_deviation,0.05627422544847232,0.04522861313506605,0.05597472968863161,0.061549405021845624,0.805928909459332,0.697105173399384,0.49542886586098484,0.5469085210145158,0.6434118036789525,0.6525884819057541,0.11792067113201261,0.08025214431939964,0.12167960444122988,0.061549405021845624,1.0,0.9553730349719439,0.5737062910464046,0.5539095632225578,0.6825784114032368,0.8182142506984548,0.3535910076596044,0.3313101416217745,0.35406561552661536,0.061549405021845735,0.8440001627417388,0.7478514355504492,0.5626788210379128,0.5689977131648699,0.6865638634354508,0.7756639899519406,0.0654710494127374,0.11521117730396704,0.1351034480417049,0.056002115592234704,0.8211973145579349,0.5534249750791991,0.6911709808318924,0.18061917422865062,0.7385215127043588,0.0028312068979794544,0.46380758566609714,0.7903153102255008,0.8255745424451959,0.3326965698581443,0.028379155918125114,0.004314346036225431,0.22964947691359316,0.10763043347850161,0.12135706351334953,0.9824580066289633,0.698208537858858,0.9453711561864703,0.3482114204708918,0.9581148598807095,0.019622443663962645,0.6138519327747403,0.9953804576481319,0.9510288552940872,0.35525443474534735,0.28443763619532786,0.1331279762632794,0.3374679930628972,0.3085031687598244,0.35300366821538076,0.8487183806716818,0.5653320484905908,0.7391294743434226,0.15268777053539895,0.8062320989571227,0.0002476400070051877,0.4953771645581233,0.8466213296590863,0.8052538187606717,0.296684586910359,0.17379167635395198,0.7983644484925935,0.07573093772340242,0.00881190556457303,0.04112163358205058,0.8676848189651463,0.954572831749286,0.8436138322710784
y-axis__variance,0.0609008419535044,0.04852171695094827,0.060655929318415854,0.04613842986358816,0.7511826587504433,0.7024854851922712,0.49992203786974587,0.4739616420271167,0.5624362771226977,0.6010777497554058,0.20029804682259153,0.15195495830890243,0.20329783910379756,0.04613842986358816,0.9553730349719439,1.0,0.5154416671571939,0.3755711420680482,0.4919703817999149,0.8310860945460579,0.25955743688919103,0.22325923632852218,0.2598198122452041,0.04613842986358813,0.7844494037191636,0.7713309315515986,0.6220349663784585,0.47994611186299724,0.5867064143812979,0.6918709977750794,0.08631431983276425,0.09542323602867712,0.08525025189523593,0.06063930150495717,0.7667383058073552,0.47698229283242827,0.6974614484890584,0.15194280381602931,0.697128208553886,0.0038319673593426294,0.4760925229623651,0.7396906503578919,0.739661720190387,0.2723218180679161,0.04707647644183355,0.06400720661981822,0.19769167196131998,0.12184103086401851,0.20287478778483875,0.9510328464674235,0.7118510953239741,0.9898074881243983,0.30961720370582274,0.9476725493728289,0.016327367052223103,0.5870861138831576,0.9608096413455561,0.8677658751533148,0.26834704676286975,0.323512606117004,0.010545375764165777,0.2723086501391863,0.23857503884723083,0.25884189558553,0.8004290456193225,0.4045373817074782,0.762453563889538,0.14156951828830275,0.7981623719886676,0.004660704993409724,0.5920352883265324,0.8053381212856169,0.7036460582517472,0.3347912160803644,0.2629603488899903,0.8385226814267548,0.07457137025590264,0.007664082027825164,0.0041489490462259665,0.8122421843894979,0.9011679225303583,0.782439167357725
y-axis__root_mean_square,0.16438915563081627,0.1820543758606819,0.16349736170136328,0.01758779628541896,0.2863116299756916,0.20255058146892024,0.22060415952201534,0.2108674392031693,0.06368437386451371,0.3801893692382608,0.5445699131111484,0.5602943380101948,0.5455525940716657,0.01758779628541896,0.5737062910464046,0.5154416671571939,1.0,0.7581912635650617,0.767885530091426,0.12316770445057294,0.2764967909632532,0.2744049404932249,0.2763465436423929,0.017587796285418927,0.4012884687483428,0.3152420990977198,0.06230721423895585,0.26042533963356307,0.21563647756024773,0.3777404342198237,0.5622388397769141,0.19546052032002204,0.16933217150688337,0.16332582864055697,0.2962464661265164,0.6289605990205845,0.20199791631471198,0.000716271143219259,0.20323157819390442,0.0012694298975254128,0.22754696378319367,0.2581950820237062,0.4058905662672828,0.10757564641030053,0.05409284835074853,0.8005108462624776,0.06095193481007738,0.12398613615005,0.5456882014078434,0.5740778822464706,0.024746428643133887,0.5128106162544012,0.2344863984147607,0.5681299218743049,0.012716987436711865,0.9733943865498854,0.5807460661433123,0.49751427623711075,0.2918341689098341,0.20966960433961676,0.5212587814922609,0.09621793059409973,0.12704051033030136,0.2764715546633319,0.3929185656383343,0.4657808703742427,0.31378208609903513,0.053740249864248434,0.3906975920011917,0.006189810131922539,0.07295862473517614,0.4021152669796171,0.3833157317775409,0.13467991463739476,0.025581514831042866,0.3395992250317814,0.10408608502858976,0.07205497143937918,0.16309304750836434,0.3712584882766259,0.5819124001277541,0.3908292253333591
y-axis__maximum,0.014194603629435573,0.004902280773798583,0.01440502607285513,0.052828304701346154,0.373912988756444,0.18834945345285442,0.040589083307876875,0.37911436846378144,0.3040871526147892,0.34846825605181986,0.5961756994764512,0.5574733464628931,0.595159378311744,0.052828304701346154,0.5539095632225578,0.3755711420680482,0.7581912635650617,1.0,0.9092892248547708,0.08647316194703542,0.39870091971405014,0.4291897123480091,0.3990772420476711,0.052828304701346154,0.45419632423648537,0.2611442101349813,0.07507849551373251,0.3723217268418209,0.3791219066246067,0.4696198388986097,0.2981868892538601,0.16490369092600254,0.19530324865207915,0.014567135764367186,0.3736715280405327,0.5479883694538331,0.1840858685708299,0.05980591993668866,0.29878197585142346,0.003076040148554276,0.06519088513214528,0.350078359674171,0.5015103273938312,0.22716914286671208,0.040985390565997544,0.57544954567395,0.08484644459994062,0.0957570072180178,0.5948601876457121,0.5310030219167663,0.08582189004508613,0.3706669421987242,0.1839834767997837,0.4766846771714648,0.0010463073690004058,0.6836575373101456,0.5347902825420672,0.5948856203574426,0.3188082730639647,0.05748565188836938,0.5597498058031253,0.2299102042695653,0.23818736878202726,0.3991786199402012,0.4258126013876504,0.5963948503657015,0.25650321290548816,0.0462824952123656,0.3575038578598596,0.013440070833695639,0.1384471933293282,0.42619703118667823,0.5022813675130665,0.02653117587930219,0.17335896371459958,0.25398230086572415,0.0675417210744283,0.08768312607501053,0.12747196841971223,0.4447027823538267,0.5798909464191678,0.4550288499201067
y-axis__absolute_maximum,0.06423293683833906,0.0666846424968916,0.06378195973721154,0.05726366892888492,0.5293426629563202,0.34810526319059165,0.07828637508938165,0.44242926909578045,0.4263556306367958,0.49272225416237175,0.3510886722293325,0.33812415816973007,0.34895534794245536,0.05726366892888492,0.6825784114032368,0.4919703817999149,0.767885530091426,0.9092892248547708,1.0,0.3053724390450454,0.44351008319555263,0.46141452482644446,0.44386065989733675,0.057263668928885,0.5782958000440963,0.3711226777355328,0.019258433507022783,0.4632011906899835,0.48888375953928925,0.5918358756399967,0.25913560644554273,0.11232346186563198,0.2043717944337915,0.06402144007451131,0.5251859309177416,0.586092121878327,0.3440862709677547,0.11420917045419238,0.43974327229950816,0.003630621427039926,0.05502478198455858,0.5030271622511598,0.6438845460482034,0.2708647612512349,0.047888578092288185,0.48675227582940217,0.13400269913026525,0.12252007272428073,0.3489541259147739,0.6546081792343119,0.21095405607006634,0.4873142513615055,0.24230109450900572,0.584488430940911,0.007471223681361679,0.6950449747013042,0.6587580731625331,0.7238669934192911,0.36012542280344967,0.008097281296338165,0.5643168623422321,0.2778430676878441,0.2983430566715461,0.44348305169839136,0.5528831449189271,0.679402026157432,0.36785598962118554,0.08516449226536009,0.4717439547222157,0.00958571107010246,0.06011405998924871,0.548014329425829,0.6298096054381398,0.07359992616168272,0.13431813066562673,0.353253251809872,0.005904244438543137,0.07885869126098036,0.16444240635147434,0.5720079071547147,0.6928723716514633,0.5779571654537514
y-axis__minimum,0.05753927511982117,0.026809806898873155,0.05738766299909709,0.04975067648856235,0.782032428311319,0.7438405783874792,0.6880052791860172,0.466789150307896,0.6675917411939855,0.5925946684436479,0.5582000245308019,0.48972132297873133,0.5626603148390379,0.04975067648856235,0.8182142506984548,0.8310860945460579,0.12316770445057294,0.08647316194703542,0.3053724390450454,1.0,0.2492685715626132,0.20902925345715084,0.2496335933765694,0.04975067648856247,0.7440572456443817,0.7118436510762427,0.6933043170215665,0.47977742052899824,0.636221870780781,0.6972162345882511,0.34547018847069044,0.009087852563677163,0.05205870716448015,0.057817843076628815,0.7912675713035596,0.28394449303449854,0.7382203922289006,0.14449526096065954,0.7496908592123752,0.0015944789584055271,0.6707277382479778,0.7795232589622187,0.7288859654735312,0.27917608534483646,0.06923286401204114,0.43087440794877135,0.21034879459650258,0.06719830534714674,0.5622379634525858,0.787103406259447,0.7871555705407399,0.8215461290346853,0.18964671546818682,0.7495990430917203,0.021242641829140235,0.1995965951179992,0.7985655854746726,0.8522410744933557,0.16580718192992172,0.35945663757399393,0.14819315684223675,0.28416102038266466,0.2547422337755046,0.24815330701565252,0.7571536005748258,0.33623829726061216,0.7035170887356484,0.22166927877646347,0.7291549578555003,0.003115715548909794,0.6385243543606398,0.7536624136272045,0.7070278400639266,0.29395270549550157,0.2750106878286092,0.7723219042002509,0.06910692791829665,0.010672117229684867,0.03913588459637861,0.8036096084049134,0.7628373803633056,0.7444010067180965
z-axis__sum_values,0.04695609351392445,0.06357494486323935,0.046783343510872,0.0017094123762815138,0.4145044088295812,0.31032483351149864,0.32708897200399234,0.34227627071682853,0.4473877811072493,0.2877973280330272,0.06081126145674255,0.05794523907347953,0.06099995955166167,0.0017094123762815138,0.3535910076596044,0.25955743688919103,0.2764967909632532,0.39870091971405014,0.44351008319555263,0.2492685715626132,1.0,0.9541564044366357,0.9996124853316677,0.0017094123762814988,0.37086332603106137,0.27653237046876744,0.018465281287442663,0.0529388997098985,0.2741068279895292,0.6817589091775096,0.2028992171435989,0.12634646090881713,0.03556956834967236,0.04668012834635911,0.40707258285403036,0.07588311588289602,0.30747897530366086,0.21884054815236964,0.3949303021982725,0.015179433250543235,0.3190053441840294,0.40938506279964154,0.43451693776001826,0.18384775435189854,0.01756570546429127,0.06891714948117078,0.13174690375047193,0.03274655552738498,0.06107553717809445,0.3275910765648399,0.22006514158084003,0.2588812794094394,0.16829486113647832,0.2811108535366178,0.0397475644274193,0.21185592398562683,0.3297935219342627,0.41048234573739417,0.12479247721119752,0.009747453706983433,0.29712493132970125,0.13827859995240313,0.14226920509249724,0.9988751851795649,0.3698122573264034,0.27095907944492065,0.2689874784580008,0.019049337398948017,0.3043206923172049,0.011771259778634652,0.01901993623429308,0.35213792020096335,0.4146771103062901,0.007791766836190259,0.01696815914549507,0.3386286688911367,0.11860333171689051,0.08517209429993386,0.06532403918324807,0.39709289799477876,0.337887730206442,0.3769127415144302
z-axis__median,0.09163736631164224,0.1096175789795906,0.09156960331312806,0.014056203841331553,0.4029625277833304,0.28582101499359225,0.3245602012356143,0.3620669852770638,0.4663982806842395,0.2558358293886242,0.10692968007300566,0.10717861889889868,0.10619929573427862,0.014056203841331553,0.3313101416217745,0.22325923632852218,0.2744049404932249,0.4291897123480091,0.46141452482644446,0.20902925345715084,0.9541564044366357,1.0,0.9545264041719527,0.014056203841331561,0.37140600221631537,0.2555285217516474,0.0009027916327178721,0.04463039105825638,0.307550744719186,0.6161782898685038,0.22234578639633298,0.12267621024812729,0.05037983803724841,0.09144191124937229,0.3936505180547701,0.07322936695737658,0.28296795424455523,0.21106089532397038,0.38393991260701105,0.014617829428148401,0.31561107120404147,0.3981987966609318,0.42653547347078485,0.1831536326986542,0.01465418650397636,0.09302312711104142,0.1265904243302794,0.04019619690150847,0.106270733927044,0.30212194665701686,0.1721729360808069,0.22151159082977367,0.16501868005453565,0.2447160250951936,0.038282927923144645,0.2083446765149182,0.3028344692812717,0.3940261121724465,0.1273254397842409,0.003003919908331641,0.32998490638994704,0.15508011895657367,0.15673756191127458,0.9543811064576996,0.36706745458684115,0.3120906763017287,0.24740743286529432,0.02013141194891889,0.2745320862661649,0.01568472406574348,0.014612806287173225,0.3440795165508574,0.4237960705840333,0.03478381957523029,0.15761232571686487,0.32173335954528737,0.08572455421844476,0.05369993896150423,0.05799480159073334,0.38363609661098486,0.31407542826997914,0.38156691384773034
z-axis__mean,0.04690175305198186,0.06342151864034196,0.04664369904537393,0.008419304828509494,0.41480285032306835,0.3104418628848339,0.3273863627218986,0.34248223808168676,0.447856224663146,0.288203506380454,0.06139884475662419,0.05783334741665538,0.06087998628819181,0.008419304828509494,0.35406561552661536,0.2598198122452041,0.2763465436423929,0.3990772420476711,0.44386065989733675,0.2496335933765694,0.9996124853316677,0.9545264041719527,1.0,0.008419304828509519,0.37135573463705496,0.2767583574304969,0.018816152637284145,0.05261577067926782,0.2746690516130329,0.6822089822409325,0.20324804935843907,0.12562389435606003,0.035987669327821235,0.04652978351070547,0.4074059905467831,0.07639985913980338,0.30758874044612194,0.21726733766827008,0.3951779069807898,0.015153873789131729,0.31915868407236136,0.4096626305645606,0.4349371166953844,0.1823042239687529,0.017198818582734646,0.06990070845387879,0.13199367772332476,0.03259817563319233,0.06095991354087373,0.3280549456328551,0.22039701024093306,0.25914386648886817,0.16706096241706545,0.2815998657382054,0.039722136381790646,0.21258698327250078,0.3302881596286131,0.41097447021471917,0.12427059149090335,0.008837177428009177,0.29654954872182515,0.1381718619499739,0.14191674355036382,0.9992712197624719,0.3702398665948258,0.2718597237097328,0.26919846733990754,0.02061767116903219,0.3047361788179598,0.01177550175606879,0.019417750289639896,0.3526322626126927,0.41514062841137145,0.008173464979786424,0.016572509818760104,0.3387384531152906,0.11847576644130732,0.08524758737374828,0.06595290937489964,0.39747906865114874,0.3383333524653004,0.37729787262077624
z-axis__length,0.012191453533541915,0.016163318572877693,0.014596256103284718,1.0,0.054424628263251895,0.03962970686549694,0.0355332888211953,0.059844434841444125,0.060688700908948116,0.03786062111313467,0.06443031905296873,0.004901675380664356,0.004931611162406977,1.0,0.061549405021845735,0.04613842986358813,0.017587796285418927,0.052828304701346154,0.057263668928885,0.04975067648856247,0.0017094123762814988,0.014056203841331561,0.008419304828509519,1.0,0.053489651277377474,0.0381704948349648,0.0466569140305221,0.06955998633783639,0.07691740404377084,0.047001132841325406,0.04930760532166167,0.0006229999454631437,0.010576474306507497,0.015060280444128098,0.0539761916765227,0.057978134147116084,0.04404979457319219,0.14221889255637105,0.04988249941976735,0.0010173987713009314,0.04488761346740756,0.05217487204485821,0.0674858015818132,0.022173511795635665,0.012617531799315242,0.10581899516442468,0.016389210041217874,0.007125418294216915,0.0055425303466865835,0.05880634124865575,0.02706667375548991,0.052356459401138464,0.1067126026219091,0.05281904626354791,0.0013964622406247582,0.09509137561039928,0.05986753376639452,0.06788146967532291,0.022751876319694293,0.015336660366163542,0.04512439322820152,0.02044992955269349,0.015999013791719214,0.006027128209777196,0.046899726008340525,0.052411511071156665,0.04887244425224275,0.17147316467556958,0.047601490052380895,0.0005090555992199665,0.051630102904462474,0.05012121528416084,0.06738567133478987,0.018986909042736696,0.019774113294576946,0.04282862494623538,0.020653972019052738,0.027746741168083955,0.010249988882487009,0.05501377955267826,0.06039430569584732,0.04958100440063236
z-axis__standard_deviation,0.10903355296879164,0.09000659920046877,0.10856388350957674,0.053489651277377474,0.7601020915392466,0.644051194597637,0.4989854403058624,0.4633051050591981,0.643376928088513,0.6592688049052887,0.14809225929744338,0.10885980514979783,0.15121800177344674,0.053489651277377474,0.8440001627417388,0.7844494037191636,0.4012884687483428,0.45419632423648537,0.5782958000440963,0.7440572456443817,0.37086332603106137,0.37140600221631537,0.37135573463705496,0.053489651277377474,1.0,0.9402225887181872,0.7142403785718946,0.7524983282148705,0.8381613814960774,0.8403743702093425,0.10723195091451038,0.12744012569452426,0.14502601220775263,0.10839305124714661,0.7854824691647887,0.5056818735031186,0.6384329202158285,0.1704340852016458,0.6816822611414974,0.005238011887197272,0.46432898622021906,0.742934920155975,0.7718738481160112,0.329449503765284,0.07753093138121508,0.09968686959045772,0.16432146244374657,0.1023681322457283,0.15084849192377556,0.8229179688941165,0.6460124225083845,0.777889248399693,0.22500438781629545,0.7661614274103188,0.020431299621771128,0.4353380921713027,0.82639794535588,0.8388355227745509,0.29888956280202095,0.25915709644208845,0.07925252796790705,0.26141792986485957,0.2661396914320053,0.36985602885921764,0.9836199652389845,0.5359833864052793,0.9274875587668078,0.04428496050414263,0.9273589976233537,0.0031798823568858097,0.6639237264009955,0.9910054757893173,0.9445226075295067,0.2580758438036613,0.052528248256027,0.7733671729816219,0.08274710781798278,0.012319807975672161,0.0700358276976983,0.8365902602272804,0.8269177192539764,0.9676078922960581
z-axis__variance,0.1337565188295525,0.11038393019296312,0.1333758414148283,0.0381704948349648,0.6490971208406244,0.59138439705371,0.44568400198145913,0.34016614097682,0.5176299026382084,0.5890786398277674,0.20430184058152373,0.15470456270016741,0.2066921341766941,0.0381704948349648,0.7478514355504492,0.7713309315515986,0.3152420990977198,0.2611442101349813,0.3711226777355328,0.7118436510762427,0.27653237046876744,0.2555285217516474,0.2767583574304969,0.0381704948349648,0.9402225887181872,1.0,0.7889793104670549,0.6450639418965239,0.7173893484682172,0.7433244278929837,0.08514483246811051,0.14527983966167976,0.11447132134576064,0.13308247684141367,0.6806520512408006,0.4460440923362705,0.5871213286279827,0.11746567721160843,0.5782559454711093,0.00699665007654887,0.4158665933963618,0.6341839143210647,0.6382658968635175,0.24547157049421053,0.10532395535170534,0.16472554822445667,0.09793640409229999,0.1228715020085758,0.20617913932299314,0.7433946338358242,0.6158112280077153,0.7654309582164258,0.15007260870925232,0.6921490576451005,0.016399158838583602,0.37728432091038216,0.7366084138636197,0.7114697412959032,0.19735193328333858,0.29292919638351816,0.07087160785419583,0.18302894092251626,0.19818725189829722,0.2752198909649067,0.9370668829867482,0.3383875358815458,0.986458551050212,0.024440672478957096,0.936058457717247,0.0008866626996902733,0.8026499205577109,0.954234953568488,0.8245638766792168,0.2948440925570177,0.14445454647067857,0.7692210394875145,0.09500061205256351,0.05812774639427272,0.06284552301840714,0.7411734760311023,0.7389862198593758,0.9009684504028559
z-axis__root_mean_square,0.02888375080318037,0.001529966160375154,0.02892870660635762,0.0466569140305221,0.496594250662096,0.4900933014611743,0.46028522293914814,0.26699191168113084,0.40720711106459817,0.3912049603225756,0.4368789138194671,0.38709401954282974,0.440517645913219,0.0466569140305221,0.5626788210379128,0.6220349663784585,0.06230721423895585,0.07507849551373251,0.019258433507022783,0.6933043170215665,0.018465281287442663,0.0009027916327178721,0.018816152637284145,0.0466569140305221,0.7142403785718946,0.7889793104670549,1.0,0.541385706707667,0.6920398728216056,0.508126677623289,0.21315716137820892,0.10214465292973966,0.02621781009926672,0.028627164311187805,0.5226216115810656,0.25736864117953984,0.4871799480757724,0.05863874061847921,0.46216826571009695,0.0005199801386489625,0.43011306772743657,0.49167329249309366,0.4524988484939967,0.17253085827082262,0.11450403351056286,0.4561532934264886,0.143038434277573,0.0030666395856655537,0.4401385148994516,0.5531715175851063,0.558280901496717,0.6167761968739103,0.12072033397656028,0.5374439355365828,0.0306512027601007,0.051743398830833585,0.5585831050523289,0.5199555945294334,0.11023314118384771,0.2666850872730463,0.6130870474702362,0.17755655124978698,0.15747860355607116,0.017581620122671646,0.7143089423132489,0.06952961296797888,0.777010219944693,0.10312491016600327,0.7208202909915193,0.003401177765870276,0.9697218714992003,0.7302920414781843,0.6168829712996395,0.22948529317766458,0.2119457869997351,0.6990690926289703,0.10667717264864499,0.10234500929892779,0.024162569140804335,0.559967877002558,0.524419698982693,0.6795378017899717
